cores, close, 4.036289, 2000000000
threads, master, 16.116650, 2000000000
sockets, false, 4.028669, 2000000000
sockets, true, 4.040278, 2000000000
sockets, spread, 4.031654, 2000000000
sockets, explicit, 4.031216, 2000000000
numa, false, 4.029707, 2000000000
cores, master, 16.114879, 2000000000
numa, spread, 4.028316, 2000000000
threads, true, 4.047165, 2000000000
threads, spread, 4.027461, 2000000000
threads, close, 4.039308, 2000000000
numa, master, 16.110554, 2000000000
cores, false, 4.027920, 2000000000
threads, explicit, 4.038300, 2000000000
cores, close, 4.037350, 2000000000
sockets, close, 4.029622, 2000000000
threads, master, 16.115335, 2000000000
sockets, master, 4.028997, 2000000000
sockets, false, 4.027845, 2000000000
numa, true, 4.036665, 2000000000
numa, spread, 4.027313, 2000000000
numa, explicit, 4.028499, 2000000000
numa, close, 4.041314, 2000000000
threads, true, 4.039928, 2000000000
threads, explicit, 4.052989, 2000000000
cores, false, 4.028292, 2000000000
cores, explicit, 4.036703, 2000000000
sockets, false, 4.028085, 2000000000
numa, master, 16.114468, 2000000000
threads, master, 16.114921, 2000000000
numa, false, 4.028387, 2000000000
numa, true, 4.039780, 2000000000
numa, spread, 4.031007, 2000000000
numa, explicit, 4.028661, 2000000000
numa, close, 4.037243, 2000000000
cores, master, 16.116452, 2000000000
cores, false, 4.028019, 2000000000
cores, spread, 4.028178, 2000000000
cores, close, 4.039998, 2000000000
sockets, false, 4.028768, 2000000000
cores, explicit, 4.033902, 2000000000
sockets, true, 4.029725, 2000000000
sockets, spread, 4.029895, 2000000000
sockets, master, 4.028685, 2000000000
sockets, close, 4.029843, 2000000000
sockets, explicit, 4.028072, 2000000000
numa, true, 4.034809, 2000000000
numa, spread, 4.032735, 2000000000
numa, close, 4.035087, 2000000000
numa, explicit, 4.028709, 2000000000
threads, false, 4.028232, 2000000000
threads, spread, 4.028844, 2000000000
threads, true, 4.043928, 2000000000
threads, close, 4.038624, 2000000000
numa, master, 16.115334, 2000000000
threads, explicit, 4.042933, 2000000000
cores, false, 4.027368, 2000000000
cores, true, 4.039242, 2000000000
cores, spread, 4.028452, 2000000000
sockets, false, 4.029313, 2000000000
sockets, true, 4.053844, 2000000000
sockets, explicit, 4.031385, 2000000000
cores, master, 16.114468, 2000000000
numa, spread, 4.028581, 2000000000
numa, close, 4.037444, 2000000000
threads, explicit, 4.044093, 2000000000
cores, false, 4.027453, 2000000000
cores, true, 4.036769, 2000000000
numa, master, 16.112674, 2000000000
cores, close, 4.035240, 2000000000
sockets, false, 4.028497, 2000000000
cores, explicit, 4.038549, 2000000000
sockets, true, 4.065624, 2000000000
sockets, close, 4.029791, 2000000000
sockets, master, 4.028123, 2000000000
sockets, explicit, 4.056915, 2000000000
numa, false, 4.034444, 2000000000
numa, spread, 4.027712, 2000000000
threads, spread, 4.027790, 2000000000
threads, close, 4.039475, 2000000000
threads, explicit, 4.038176, 2000000000
cores, false, 4.028086, 2000000000
cores, spread, 4.027681, 2000000000
cores, close, 4.040681, 2000000000
sockets, false, 4.029325, 2000000000
cores, explicit, 4.035004, 2000000000
sockets, true, 4.031317, 2000000000
sockets, spread, 4.031013, 2000000000
sockets, close, 4.030903, 2000000000
sockets, explicit, 4.030887, 2000000000
numa, false, 4.026955, 2000000000
numa, true, 4.036513, 2000000000
cores, master, 16.119661, 2000000000
numa, spread, 4.028465, 2000000000
numa, close, 4.040658, 2000000000
threads, true, 4.036846, 2000000000
threads, explicit, 4.040692, 2000000000
cores, false, 4.028821, 2000000000
numa, master, 16.114594, 2000000000
cores, true, 4.037033, 2000000000
cores, spread, 4.028267, 2000000000
cores, close, 4.037682, 2000000000
sockets, false, 4.028092, 2000000000
sockets, true, 4.030607, 2000000000
threads, master, 16.114449, 2000000000
sockets, spread, 4.027618, 2000000000
sockets, close, 4.029724, 2000000000
sockets, master, 4.028479, 2000000000
numa, explicit, 4.028425, 2000000000
cores, master, 16.124658, 2000000000
threads, false, 4.027758, 2000000000
threads, spread, 4.028524, 2000000000
threads, close, 4.039266, 2000000000
cores, spread, 4.027730, 2000000000
cores, true, 4.036941, 2000000000
cores, explicit, 4.036330, 2000000000
numa, master, 16.116076, 2000000000
sockets, false, 4.028616, 2000000000
threads, master, 16.113422, 2000000000
sockets, close, 4.031563, 2000000000
sockets, spread, 4.030966, 2000000000
sockets, master, 4.027950, 2000000000
sockets, explicit, 4.027644, 2000000000
numa, false, 4.028257, 2000000000
numa, true, 4.032254, 2000000000
numa, spread, 4.028018, 2000000000
numa, close, 4.037812, 2000000000
numa, explicit, 4.028410, 2000000000
threads, false, 4.027973, 2000000000
threads, true, 4.039483, 2000000000
threads, close, 4.042885, 2000000000
threads, spread, 4.029448, 2000000000
cores, true, 4.040099, 2000000000
sockets, master, 4.028367, 2000000000
numa, true, 4.036691, 2000000000
threads, true, 4.038329, 2000000000
threads, spread, 4.028291, 2000000000
threads, close, 4.034325, 2000000000
cores, false, 4.032970, 2000000000
cores, true, 4.036125, 2000000000
numa, master, 16.117994, 2000000000
cores, spread, 4.027668, 2000000000
sockets, master, 4.027684, 2000000000
sockets, explicit, 4.030021, 2000000000
numa, false, 4.027967, 2000000000
cores, master, 16.116372, 2000000000
numa, true, 4.036887, 2000000000
threads, true, 4.037966, 2000000000
threads, spread, 4.028670, 2000000000
threads, close, 4.040506, 2000000000
threads, explicit, 4.039349, 2000000000
cores, false, 4.039436, 2000000000
sockets, spread, 4.029617, 2000000000
sockets, close, 4.031335, 2000000000
sockets, explicit, 4.029599, 2000000000
numa, false, 4.029572, 2000000000
cores, master, 16.115583, 2000000000
numa, explicit, 4.028133, 2000000000
numa, spread, 4.028206, 2000000000
threads, false, 4.028309, 2000000000
numa, close, 4.039230, 2000000000
numa, true, 4.040056, 2000000000
threads, spread, 4.027897, 2000000000
threads, close, 4.039678, 2000000000
threads, explicit, 4.037183, 2000000000
cores, false, 4.027974, 2000000000
cores, true, 4.038963, 2000000000
cores, spread, 4.028071, 2000000000
cores, close, 4.037326, 2000000000
sockets, false, 4.028176, 2000000000
cores, explicit, 4.039205, 2000000000
threads, master, 16.119006, 2000000000
sockets, spread, 4.030048, 2000000000
sockets, close, 4.030672, 2000000000
sockets, master, 4.028883, 2000000000
numa, false, 4.028283, 2000000000
numa, true, 4.058254, 2000000000
numa, spread, 4.027592, 2000000000
numa, close, 4.036541, 2000000000
numa, explicit, 4.027417, 2000000000
numa, master, 16.128501, 2000000000
threads, master, 16.112862, 2000000000
cores, master, 16.112393, 2000000000
numa, master, 16.116230, 2000000000
