0;1;20;0.000656
0;1;10;0.000084
1;1;10;0.000230
0;1;100;0.083355
0;1;200;1.072228
1;8;500;3.565429
0;8;20;0.000653
1;1;200;0.908094
0;1;300;3.913671
0;1;400;10.263556
1;1;300;3.046792
1;8;200;0.292950
0;1;50;0.010121
1;8;300;0.848872
1;8;400;1.926556
0;1;200;1.072118
1;1;50;0.011535
1;1;100;0.089013
1;1;200;0.907479
1;1;400;7.200346
1;1;500;14.053252
0;1;400;10.266482
0;1;300;3.922958
1;8;20;0.005467
1;8;50;0.020285
1;8;100;0.064494
1;8;200;0.301185
0;1;10;0.000084
0;1;20;0.000672
1;8;300;0.858544
0;1;50;0.010150
0;1;100;0.083231
1;8;400;1.851113
1;1;10;0.000231
1;1;20;0.000970
1;1;50;0.011519
1;8;500;3.667895
1;1;100;0.088974
1;1;400;7.202539
1;1;200;0.907849
0;1;400;10.238422
0;1;300;3.921551
0;1;500;22.768943
1;1;300;3.045952
0;8;400;10.276307
0;1;500;21.886782
1;1;500;14.055172
0;1;400;10.271810
0;8;10;0.000085
0;8;20;0.000673
0;8;50;0.010122
0;8;100;0.083349
0;8;200;1.072084
0;1;500;22.543007
1;1;400;7.202340
0;8;300;3.917734
1;8;10;0.002292
1;8;20;0.005224
1;8;50;0.019419
1;8;100;0.064079
1;8;200;0.289790
1;8;300;0.864239
0;1;20;0.000674
0;1;50;0.010145
0;8;500;22.923644
0;1;100;0.083244
0;1;200;1.073594
1;1;500;14.081654
0;1;500;23.095065
1;1;10;0.000233
1;1;20;0.000983
0;1;300;3.924486
1;1;50;0.011530
1;1;100;0.089044
0;8;10;0.000085
0;8;20;0.000654
0;8;50;0.010161
0;8;400;10.250939
0;8;100;0.083153
0;8;200;1.073217
0;8;300;3.921015
0;1;400;10.253598
1;1;400;7.200403
1;8;50;0.020093
1;8;200;0.289599
0;1;10;0.000084
0;1;50;0.010155
1;1;10;0.000250
1;1;50;0.011517
1;1;200;0.907601
0;8;50;0.010140
0;8;200;1.072018
1;8;200;0.291616
0;8;400;10.257607
0;8;500;22.762368
1;1;50;0.011592
1;1;200;0.907680
0;8;50;0.010109
1;8;500;3.578997
0;8;200;1.072790
0;1;10;0.000085
0;1;300;3.928442
0;1;100;0.083263
1;1;10;0.000229
1;1;100;0.089017
1;8;50;0.019725
0;1;20;0.000655
0;1;100;0.083289
1;8;300;0.890672
1;1;10;0.000231
1;1;50;0.011583
0;1;500;22.734007
0;8;20;0.000653
1;1;200;0.913744
0;8;100;0.083334
0;1;300;3.941003
0;1;20;0.000668
0;1;200;1.073322
0;8;300;3.926487
0;8;10;0.000085
0;8;50;0.010144
0;8;200;1.072232
1;8;200;0.315742
0;8;500;23.040022
1;1;10;0.000243
1;1;50;0.011505
1;8;500;3.658297
1;1;400;7.199545
0;8;100;0.083373
0;8;200;1.073234
0;1;20;0.000662
1;1;500;14.058525
0;1;500;23.294240
0;8;20;0.000677
0;8;100;0.083343
0;8;400;10.264626
1;8;100;0.065417
1;8;300;0.865958
0;1;100;0.083271
0;1;300;3.913908
1;1;300;3.046011
1;1;10;0.000231
1;1;100;0.089139
0;8;500;22.972561
1;1;200;0.907774
0;8;100;0.083288
1;1;300;3.046403
0;8;300;3.920115
0;1;400;10.267421
0;8;400;10.261005
1;1;500;14.057667
